EmpID,BiasInfluentialFactor,FitmentPercent
4321,DegreeBranch,81.194626
22731,CurrentCompanyType,49.869846
9059,DegreeBranch,85.12601
5210,DegreeBranch,82.66005
16631,Gender,77.77838
7469,Gender,78.21267
13953,EmpScore,89.96577
21029,DegreeBranch,77.60861
10297,DegreeBranch,82.92033
10108,Ethinicity,80.4196
3879,Gender,79.92487
14547,YearsOfExperince,80.13214
11596,DegreeBranch,89.31032
9570,DegreeBranch,82.525246
9877,EmpScore,77.44092
19664,MartialStatus,82.708786
5796,HighestDegree,86.73865
16075,HighestDegree,74.24282
7320,Gender,86.53912
20058,Gender,74.41639
23765,CurrentCompanyType,56.106827
11094,YearsOfExperince,81.38294
17782,Gender,85.30194
5126,DegreeBranch,89.51402
20169,CurrentCompanyType,69.32594
15337,Ethinicity,86.98833
4214,YearsOfExperince,87.09488
6015,Gender,85.82672
14271,DegreeBranch,82.66506
14365,CurrentCompanyType,53.07566
10020,CurrentCompanyType,50.243866
15023,Gender,79.679115
18494,HighestDegree,77.838234
4837,EmpScore,83.11171
18511,Ethinicity,76.63985
17336,Gender,82.11035
23796,YearsOfExperince,82.51128
22860,DegreeBranch,80.91274
19964,DegreeBranch,90.95436
9857,Ethinicity,92.56503
11394,Gender,82.08876
14028,DegreeBranch,80.68253
13534,YearsOfExperince,80.90275
15702,DegreeBranch,76.801094
12077,YearsOfExperince,55.99679
9886,HighestDegree,78.70024
18755,DegreeBranch,87.23592
10716,Ethinicity,78.77225
21221,Gender,77.72787
5498,MartialStatus,81.40102
18012,DegreeBranch,77.025505
20584,Gender,85.11657
9003,Gender,80.44776
21596,LatestDegreeCGPA,71.76922
24303,EmpScore,82.29702
23210,DegreeBranch,81.03412
3705,Gender,77.85723
9904,YearsOfExperince,81.74059
16622,Gender,79.347786
23621,HighestDegree,89.519066
7026,DegreeBranch,80.95055
7122,DegreeBranch,86.840546
24383,EmpScore,85.07186
7145,EmpScore,89.08967
19615,EmpScore,54.78309
15154,CurrentCompanyType,60.081795
7593,YearsOfExperince,80.64577
11840,MartialStatus,82.199745
22258,CurrentCompanyType,55.75435
3066,CurrentCompanyType,54.42442
4941,Gender,80.037056
7291,HighestDegree,90.67268
6512,Gender,75.533844
18262,CurrentCompanyType,64.70635
6807,YearsOfExperince,89.43524
3571,Gender,80.39099
13400,YearsOfExperince,84.5652
4926,DegreeBranch,78.95028
20809,Gender,79.22965
10431,DegreeBranch,90.36873
9577,YearsOfExperince,87.713234
9078,Gender,77.809135
16817,DegreeBranch,82.57369
23649,DegreeBranch,89.52379
16144,Gender,81.94004
9951,DegreeBranch,89.863174
11628,Gender,80.05401
20931,DegreeBranch,95.33477
11068,DegreeBranch,78.96728
16914,DegreeBranch,46.479515
4217,DegreeBranch,80.07526
3170,Gender,77.80544
11239,Gender,79.67402
18845,DegreeBranch,80.7774
19321,HighestDegree,78.46366
15538,DegreeBranch,82.97046
17957,DegreeBranch,79.83272
11040,Gender,78.62799
3539,Gender,84.211044
22970,Ethinicity,80.46365
22936,DegreeBranch,78.82137
15917,CurrentCompanyType,57.515835
21918,YearsOfExperince,75.580475
5069,Gender,79.90323
6282,EmpScore,49.464367
6719,EmpScore,88.562965
15742,DegreeBranch,81.766884
3144,Gender,82.939575
9462,Gender,78.08676
20810,YearsOfExperince,72.320755
5150,Ethinicity,84.91494
15178,CurrentCompanyType,56.283497
15249,Gender,79.264366
24000,Gender,81.81741
6918,DegreeBranch,71.64002
9038,CurrentCompanyType,56.82856
3985,YearsOfExperince,86.525085
9776,Gender,86.13441
11223,CurrentCompanyType,54.85863
21091,MartialStatus,82.30587
11120,YearsOfExperince,52.967636
3578,DegreeBranch,82.0669
13296,CurrentCompanyType,47.70638
7800,DegreeBranch,81.667404
4289,CurrentCompanyType,56.621574
16108,Ethinicity,80.92564
10227,DegreeBranch,79.42923
13282,Gender,82.28489
9589,CurrentCompanyType,64.12992
15996,Gender,82.99568
6686,DegreeBranch,83.6594
12175,DegreeBranch,80.7779
13563,CurrentCompanyType,53.36682
24106,CurrentCompanyType,80.85607
21498,DegreeBranch,81.71453
16027,DegreeBranch,96.096794
12977,Gender,80.66954
5886,DegreeBranch,88.68931
11487,Ethinicity,77.23807
10591,DegreeBranch,81.93162
4421,Gender,80.346725
16292,DegreeBranch,82.851
16923,DegreeBranch,81.42233
9665,CurrentCompanyType,53.332336
8285,CurrentCompanyType,54.144196
18177,EmpScore,90.37945
20774,DegreeBranch,80.82042
17187,EmpScore,78.75769
16583,Gender,79.40315
3147,CurrentCompanyType,63.73357
3430,CurrentCompanyType,54.38501
9165,MartialStatus,80.68584
10270,DegreeBranch,87.91559
24279,DegreeBranch,89.151985
12081,CurrentCompanyType,53.0342
23979,Gender,78.46017
16966,Gender,74.16773
10164,DegreeBranch,89.81102
22117,EmpScore,83.08412
9111,CurrentCompanyType,51.15034
5419,Gender,79.28086
7876,HighestDegree,79.10421
23750,CurrentCompanyType,54.15735
6287,DegreeBranch,82.15198
22136,HighestDegree,85.03295
10430,HighestDegree,79.990654
17871,CurrentCompanyType,53.72462
5439,DegreeBranch,82.56261
18011,CurrentCompanyType,55.483566
7723,Gender,73.74378
2490,YearsOfExperince,75.23731
12098,MartialStatus,83.13595
18608,Gender,80.94728
20423,CurrentCompanyType,54.627907
16703,CurrentCompanyType,79.053116
3588,DegreeBranch,88.42975
23917,CurrentCompanyType,51.16847
17419,CurrentCompanyType,49.419426
19629,Gender,81.99513
14778,YearsOfExperince,77.59602
23381,DegreeBranch,81.20273
6058,DegreeBranch,89.42717
2724,Gender,77.058044
9632,Gender,78.234795
18599,DegreeBranch,84.4681
13169,MartialStatus,82.03002
22285,DegreeBranch,94.220535
5276,EmpScore,83.11909
11555,CurrentCompanyType,56.121616
4924,Ethinicity,81.19154
14006,DegreeBranch,85.882904
20113,CurrentCompanyType,50.791508
17523,YearsOfExperince,80.31418
6842,YearsOfExperince,76.56936
21241,YearsOfExperince,77.480515
8559,YearsOfExperince,83.80965
3265,CurrentCompanyType,50.64944
17640,Gender,81.41357
21354,HighestDegree,79.50615
14310,HighestDegree,88.66933
18865,CurrentCompanyType,53.40055
19382,MartialStatus,82.46935
14327,Gender,89.35088
19480,CurrentCompanyType,54.88048
13038,Gender,81.77044
9727,HighestDegree,79.2909
12322,DegreeBranch,46.03704
22608,DegreeBranch,90.0199
13170,Gender,78.466194
12271,Gender,82.929016
23620,MartialStatus,78.79354
16442,CurrentCompanyType,49.114193
7824,YearsOfExperince,83.51811
21374,YearsOfExperince,81.438934
10169,DegreeBranch,76.63189
2801,CurrentCompanyType,54.556934
2364,DegreeBranch,86.22989
3702,HighestDegree,80.63933
17941,EmpScore,89.05359
23300,CurrentCompanyType,65.90154
19852,CurrentCompanyType,56.456078
13765,CurrentCompanyType,54.29188
15388,LatestDegreeCGPA,62.380333
16432,Ethinicity,86.70372
11375,DegreeBranch,81.862976
19329,LatestDegreeCGPA,48.233505
18288,EmpScore,91.39704
21801,EmpScore,92.11971
19475,CurrentCompanyType,48.8522
11250,Gender,80.705986
20551,DegreeBranch,85.471275
21559,MartialStatus,84.31464
12275,DegreeBranch,81.95242
22469,CurrentCompanyType,52.46323
3668,EmpScore,78.80538
11433,DegreeBranch,87.01007
8061,YearsOfExperince,77.17934
7297,CurrentCompanyType,86.947365
10673,CurrentCompanyType,52.883408
7006,EmpScore,54.1176
7938,CurrentCompanyType,53.934486
13442,MartialStatus,77.88032
20070,DegreeBranch,92.884315
12054,DegreeBranch,74.01402
23290,DegreeBranch,77.68709
23569,Ethinicity,86.45623
12760,CurrentCompanyType,52.84447
10596,MartialStatus,78.80069
11568,LatestDegreeCGPA,83.47293
19846,YearsOfExperince,78.59947
11852,HighestDegree,83.25806
14410,Ethinicity,75.76362
14522,Ethinicity,76.78049
23222,DegreeBranch,92.69677
10386,Gender,81.763565
24172,Gender,78.68435
4019,Ethinicity,80.1658
8494,CurrentCompanyType,52.416134
19619,CurrentCompanyType,56.985092
15135,YearsOfExperince,90.859825
5607,Gender,80.35867
7504,LatestDegreeCGPA,57.882904
9124,HighestDegree,78.65074
9339,DegreeBranch,79.74241
4882,CurrentCompanyType,74.15238
12590,DegreeBranch,84.42137
16237,CurrentCompanyType,91.05833
4522,YearsOfExperince,84.114655
8982,Gender,77.769966
24253,MartialStatus,82.26037
19230,YearsOfExperince,80.07763
13000,Gender,81.444275
23928,DegreeBranch,88.972534
16627,CurrentCompanyType,51.99842
20665,Gender,86.07096
21301,YearsOfExperince,81.43249
19440,Ethinicity,81.07806
14095,Gender,78.94037
12835,YearsOfExperince,84.02386
7606,YearsOfExperince,81.760185
6575,MartialStatus,78.62395
11275,HighestDegree,88.54282
11124,YearsOfExperince,82.038864
11877,Gender,82.22634
14795,HighestDegree,87.93751
13342,DegreeBranch,86.57951
10125,CurrentCompanyType,49.994026
5991,MartialStatus,81.182495
21558,YearsOfExperince,80.424484
13234,DegreeBranch,87.080894
4436,Gender,90.36484
8373,CurrentCompanyType,55.28435
4734,Gender,80.53997
5039,Gender,86.99782
19087,EmpScore,84.068
13535,DegreeBranch,79.45207
2621,EmpScore,78.62015
18544,Gender,77.68804
6509,CurrentCompanyType,60.759895
22699,DegreeBranch,79.046684
10903,YearsOfExperince,75.035446
4362,EmpScore,81.34288
6925,EmpScore,89.463554
22573,DegreeBranch,79.41714
22667,Gender,76.60119
12563,DegreeBranch,86.76244
21608,DegreeBranch,57.48833
9086,DegreeBranch,80.51618
8034,CurrentCompanyType,57.251625
23550,DegreeBranch,91.23745
14803,DegreeBranch,83.3914
11092,Ethinicity,82.8726
19988,Ethinicity,80.987434
22401,CurrentCompanyType,49.64045
2680,Gender,76.877625
23798,Gender,84.35876
13756,Gender,79.910995
15257,CurrentCompanyType,50.703644
8680,DegreeBranch,81.17681
5843,EmpScore,80.09424
21020,Gender,78.86979
6888,DegreeBranch,87.426674
8467,Gender,87.627464
13127,Gender,78.846756
21561,EmpScore,86.18102
5945,DegreeBranch,86.66919
14444,Ethinicity,81.2753
20184,DegreeBranch,91.533295
10722,Gender,83.65958
21378,YearsOfExperince,80.61381
5778,Gender,79.44384
14330,Gender,80.41353
17476,Ethinicity,80.27517
23748,DegreeBranch,80.02826
5189,HighestDegree,85.749084
20815,Ethinicity,82.894615
22798,Gender,76.79252
16173,CurrentCompanyType,53.1811
22986,CurrentCompanyType,54.401585
7799,Gender,82.35524
17857,DegreeBranch,93.58881
10095,MartialStatus,82.17642
10090,EmpScore,81.69469
18915,CurrentCompanyType,58.198753
14352,Gender,80.28003
3518,CurrentCompanyType,55.597347
21893,Gender,79.01646
8897,HighestDegree,78.90319
9892,Gender,80.86758
4255,DegreeBranch,89.67933
9205,YearsOfExperince,85.528786
10889,DegreeBranch,84.52951
3297,DegreeBranch,82.21818
14746,DegreeBranch,53.619568
9206,CurrentCompanyType,51.49101
20348,DegreeBranch,81.00145
13996,LatestDegreeCGPA,52.776577
8145,DegreeBranch,80.95679
19409,EmpScore,89.32019
15988,Gender,81.03112
17364,YearsOfExperince,83.26773
8279,YearsOfExperince,86.00896
15462,Ethinicity,82.83715
7744,DegreeBranch,94.17621
15269,HighestDegree,82.45042
20753,YearsOfExperince,82.476105
16251,Gender,80.25549
5180,Gender,83.2247
20977,DegreeBranch,92.00899
24238,DegreeBranch,77.278336
3354,CurrentCompanyType,54.885464
12687,LatestDegreeCGPA,55.838654
16614,Gender,77.40829
16082,YearsOfExperince,77.41017
21612,DegreeBranch,79.97038
9517,HighestDegree,75.166306
7217,Gender,77.94919
16723,HighestDegree,79.12832
22017,YearsOfExperince,76.5336
3689,DegreeBranch,80.83482
10355,Gender,78.8743
18640,EmpScore,85.8427
6337,Gender,81.08169
15121,CurrentCompanyType,58.23204
9613,MartialStatus,80.22735
9597,EmpScore,90.24057
17236,CurrentCompanyType,54.90079
9690,CurrentCompanyType,86.763275
3859,HighestDegree,79.048805
12312,Gender,80.2447
20976,Gender,85.59103
20547,DegreeBranch,90.13323
17281,DegreeBranch,77.8748
18130,CurrentCompanyType,49.526215
10038,CurrentCompanyType,54.90673
11000,Gender,76.24248
5905,YearsOfExperince,78.642296
12104,CurrentCompanyType,49.55355
20310,Gender,75.83031
6051,YearsOfExperince,79.92203
18084,YearsOfExperince,77.071266
11031,YearsOfExperince,90.228096
21712,DegreeBranch,82.63876
5749,Gender,74.5971
23069,YearsOfExperince,90.46449
4845,CurrentCompanyType,90.18519
12747,EmpScore,91.47883
7910,CurrentCompanyType,56.36085
5181,CurrentCompanyType,49.98988
19450,DegreeBranch,85.854866
14281,EmpScore,80.21355
4163,Gender,82.712166
23173,DegreeBranch,79.62391
15984,DegreeBranch,79.07368
15835,CurrentCompanyType,51.530384
18715,CurrentCompanyType,79.879005
19869,EmpScore,78.99188
11454,CurrentCompanyType,60.450577
12442,Gender,79.24075
4319,Ethinicity,76.4731
7569,HighestDegree,86.500145
12992,Gender,81.00319
16590,DegreeBranch,80.79628
2873,DegreeBranch,88.29476
12539,EmpScore,84.98401
19233,CurrentCompanyType,55.8812
5566,Gender,79.03727
20393,Ethinicity,79.03777
20673,MartialStatus,81.841255
23889,EmpScore,90.38156
15333,Gender,78.60316
13798,CurrentCompanyType,47.587147
23345,YearsOfExperince,76.953735
2094,DegreeBranch,82.92205
8658,DegreeBranch,84.73887
12675,DegreeBranch,93.043625
12383,YearsOfExperince,90.86189
10776,CurrentCompanyType,79.96604
19347,CurrentCompanyType,49.27608
20064,Ethinicity,77.97874
11504,DegreeBranch,85.652794
8485,CurrentCompanyType,75.59035
23017,CurrentCompanyType,53.545464
3854,YearsOfExperince,84.015465
3300,Ethinicity,76.168236
14706,CurrentCompanyType,44.32374
5436,Gender,78.78654
18056,Gender,81.93065
15355,MartialStatus,81.99038
10665,CurrentCompanyType,51.644726
11491,EmpScore,82.41034
24274,Gender,77.60491
23543,EmpScore,90.736176
24025,DegreeBranch,84.574875
15712,YearsOfExperince,70.66664
9994,DegreeBranch,78.6738
18022,CurrentCompanyType,50.566147
2242,MartialStatus,86.79992
11335,EmpScore,84.50531
2647,YearsOfExperince,79.76247
8834,CurrentCompanyType,54.544994
13603,Gender,82.26835
17639,Gender,85.73044
23054,Gender,83.87102
6109,YearsOfExperince,79.46426
23208,Gender,77.91938
13412,Gender,76.74184
4997,Gender,79.03584
19082,EmpScore,88.37774
16057,DegreeBranch,78.5544
13972,HighestDegree,77.37813
23972,DegreeBranch,80.8716
10005,CurrentCompanyType,55.07369
9388,MartialStatus,80.748024
6043,HighestDegree,78.85345
21796,LatestDegreeCGPA,52.547157
7411,EmpScore,89.3082
20010,MartialStatus,82.84471
20664,MartialStatus,81.21412
20033,DegreeBranch,79.34462
9627,DegreeBranch,80.25539
17307,DegreeBranch,80.207245
24146,CurrentCompanyType,78.14009
5045,Gender,78.69732
17483,DegreeBranch,80.201706
22411,DegreeBranch,80.4251
18349,Gender,80.50328
11871,CurrentCompanyType,63.97147
13325,Gender,79.44175
5785,YearsOfExperince,79.61352
15832,DegreeBranch,92.49763
16728,MartialStatus,81.176254
21960,Gender,80.413284
13589,CurrentCompanyType,59.747223
16299,Gender,82.23315
20778,YearsOfExperince,88.54472
18733,Ethinicity,79.28116
7167,Gender,75.53528
5531,YearsOfExperince,81.184784
15689,DegreeBranch,91.23343
15983,HighestDegree,88.94301
9007,HighestDegree,87.719315
17268,CurrentCompanyType,56.615395
17732,DegreeBranch,78.85076
13360,Gender,82.70903
3025,Gender,80.38067
23698,CurrentCompanyType,53.543087
4343,CurrentCompanyType,48.820732
18472,EmpScore,90.468834
14051,CurrentCompanyType,51.7313
5575,Gender,78.657555
10441,Gender,80.97822
20910,Gender,79.303
7481,Gender,83.9469
7962,DegreeBranch,87.7643
9178,Gender,80.29927
22441,DegreeBranch,84.99198
13550,DegreeBranch,45.447342
22463,Ethinicity,82.803055
18736,CurrentCompanyType,61.74257
19797,CurrentCompanyType,52.65588
14102,CurrentCompanyType,55.19044
15137,DegreeBranch,89.88604
14931,EmpScore,80.634445
13043,EmpScore,82.54812
24153,HighestDegree,90.69397
17839,CurrentCompanyType,53.768715
23008,HighestDegree,72.931
21099,Ethinicity,84.22921
3212,DegreeBranch,80.26207
13565,YearsOfExperince,80.130745
15678,Ethinicity,88.851166
16761,DegreeBranch,88.22416
13861,YearsOfExperince,80.35639
17675,YearsOfExperince,81.23593
13448,Gender,79.114426
14146,Gender,78.19896
16496,DegreeBranch,84.97133
9807,CurrentCompanyType,56.0805
10266,YearsOfExperince,81.98697
4366,Gender,82.82461
12320,DegreeBranch,70.1733
10870,CurrentCompanyType,54.97024
19770,DegreeBranch,91.18819
4622,CurrentCompanyType,51.714832
23170,DegreeBranch,79.86237
23655,YearsOfExperince,84.36433
18742,CurrentCompanyType,56.81851
6683,CurrentCompanyType,57.350906
13371,Gender,75.89155
21400,DegreeBranch,81.579575
8871,Gender,77.777466
24030,Ethinicity,77.21068
20446,Gender,82.19681
9725,DegreeBranch,91.75822
6928,CurrentCompanyType,52.877304
18034,Gender,79.605095
23491,DegreeBranch,79.85426
9194,Gender,78.16785
6631,DegreeBranch,92.51977
18165,Ethinicity,79.97957
17310,Ethinicity,80.671364
11237,CurrentCompanyType,53.68397
4172,HighestDegree,80.05774
4584,MartialStatus,78.11485
22001,CurrentCompanyType,54.63191
16326,Gender,79.40436
19762,DegreeBranch,82.67192
22492,DegreeBranch,88.48504
23046,DegreeBranch,77.27823
13749,Gender,79.16812
21493,Gender,80.09595
17063,Ethinicity,73.59622
17392,CurrentCompanyType,54.893364
7276,CurrentCompanyType,55.225384
21643,Gender,79.70453
17525,Gender,75.69325
23770,Gender,79.63992
21349,YearsOfExperince,80.58425
5432,CurrentCompanyType,72.54039
11688,Gender,80.296104
19968,EmpScore,89.93101
4497,Gender,70.37672
17537,Gender,83.177505
19316,DegreeBranch,80.01405
11478,CurrentCompanyType,51.960754
6328,YearsOfExperince,82.94408
11866,DegreeBranch,84.25733
7077,Ethinicity,77.777405
19317,YearsOfExperince,81.45447
19933,CurrentCompanyType,55.52543
5360,LatestDegreeCGPA,52.57843
19069,DegreeBranch,80.23929
3759,MartialStatus,76.33099
13658,CurrentCompanyType,54.297718
24104,Gender,85.24713
21910,CurrentCompanyType,52.47768
5256,EmpScore,89.98886
2992,CurrentCompanyType,58.185123
21375,CurrentCompanyType,55.57465
2070,EmpScore,92.29909
19996,CurrentCompanyType,55.13765
4457,Gender,74.2973
13797,CurrentCompanyType,91.032524
22648,Ethinicity,75.91852
22835,Gender,78.62651
16842,YearsOfExperince,81.99535
5385,YearsOfExperince,81.19466
22536,Gender,78.42198
19198,Ethinicity,82.26306
20669,Gender,79.45403
23095,Gender,80.45401
14413,Gender,80.10655
10254,Gender,82.06178
3795,CurrentCompanyType,51.79101
21860,YearsOfExperince,84.88
2012,DegreeBranch,57.37247
3204,DegreeBranch,78.755005
14509,DegreeBranch,73.40435
7774,Gender,86.257195
13850,YearsOfExperince,78.87795
23893,HighestDegree,80.19636
18593,DegreeBranch,80.48564
12550,Gender,80.487434
2295,YearsOfExperince,87.62678
17971,YearsOfExperince,83.751114
20645,CurrentCompanyType,53.091297
17375,YearsOfExperince,90.14005
3045,CurrentCompanyType,54.59807
20059,Gender,76.94052
23908,CurrentCompanyType,56.68821
7782,MartialStatus,82.518555
20141,Gender,73.414955
21448,DegreeBranch,82.87268
13519,CurrentCompanyType,91.34209
2956,DegreeBranch,90.395485
13702,CurrentCompanyType,56.387733
21463,HighestDegree,76.66541
6592,DegreeBranch,82.765045
4446,CurrentCompanyType,57.96188
11635,CurrentCompanyType,53.885654
16694,YearsOfExperince,84.27143
5729,YearsOfExperince,86.69541
3586,DegreeBranch,95.063896
2080,YearsOfExperince,83.14029
4681,MartialStatus,88.51272
2975,EmpScore,80.850494
23400,CurrentCompanyType,56.135487
16268,MartialStatus,82.51048
14239,EmpScore,81.11297
14229,Gender,81.93749
18981,Ethinicity,77.96945
21878,Gender,79.87094
19928,CurrentCompanyType,60.214787
3722,DegreeBranch,74.47719
2552,Gender,83.14855
5278,DegreeBranch,84.97607
3172,DegreeBranch,85.64475
4898,Ethinicity,77.3804
6615,YearsOfExperince,79.13785
17551,DegreeBranch,78.28545
11694,DegreeBranch,90.81353
8799,DegreeBranch,84.12804
22738,EmpScore,92.8295
16913,Gender,79.84035
11581,CurrentCompanyType,55.06912
13004,CurrentCompanyType,85.807175
20887,Gender,78.38214
21487,Gender,79.446014
22942,CurrentCompanyType,56.83043
11323,Gender,78.52487
4711,Gender,80.693695
15876,CurrentCompanyType,54.233047
8921,CurrentCompanyType,55.017765
7595,YearsOfExperince,60.43581
22767,CurrentCompanyType,55.338257
6578,Gender,80.85414
17810,DegreeBranch,80.1313
4001,Gender,78.395874
16887,CurrentCompanyType,54.3453
14168,CurrentCompanyType,57.13282
20796,CurrentCompanyType,56.022354
22362,DegreeBranch,79.064186
19469,EmpScore,57.39698
17229,Gender,84.733864
18791,MartialStatus,79.96805
16615,DegreeBranch,81.782776
3832,DegreeBranch,81.29281
22305,Gender,84.70556
7732,YearsOfExperince,79.660194
9000,DegreeBranch,80.94169
3207,CurrentCompanyType,54.625076
6812,CurrentCompanyType,60.04806
3624,Gender,80.53464
5994,Ethinicity,92.077675
12432,DegreeBranch,82.85844
8549,YearsOfExperince,90.57083
20390,CurrentCompanyType,59.146748
3662,LatestDegreeCGPA,52.937454
14313,CurrentCompanyType,59.60419
6289,Gender,82.022446
3728,Gender,75.40976
9868,CurrentCompanyType,58.29759
8913,DegreeBranch,76.01203
10217,DegreeBranch,78.199524
18958,DegreeBranch,86.18342
14488,Gender,78.08895
17295,Ethinicity,80.717415
6814,Gender,76.19473
21950,DegreeBranch,78.65466
19459,DegreeBranch,91.14543
15611,DegreeBranch,88.58733
13438,Gender,80.81491
9233,Ethinicity,81.73788
21254,Ethinicity,78.03005
13977,HighestDegree,79.8875
14763,Gender,82.77715
20265,LatestDegreeCGPA,56.592995
13123,Gender,72.721344
12097,HighestDegree,91.30709
22923,Gender,74.6113
19368,EmpScore,88.7747
21795,DegreeBranch,89.41915
20160,Ethinicity,86.98117
16523,CurrentCompanyType,60.385326
4659,MartialStatus,79.81258
4879,Ethinicity,77.40972
11630,CurrentCompanyType,59.598476
21457,Gender,88.092995
23080,Gender,81.15442
15003,CurrentCompanyType,53.33079
2392,EmpScore,76.81002
11974,YearsOfExperince,76.412094
3143,Gender,82.591324
8380,Gender,81.62301
21026,CurrentCompanyType,57.100235
19843,Gender,79.06967
16137,Gender,82.27628
15369,CurrentCompanyType,55.0621
7458,DegreeBranch,80.16573
21906,CurrentCompanyType,51.113037
23563,Gender,78.685104
22101,MartialStatus,82.91772
10486,Gender,83.29106
19029,Ethinicity,79.62214
2045,DegreeBranch,87.4341
6003,HighestDegree,91.19074
9115,CurrentCompanyType,61.432983
10246,DegreeBranch,80.797066
5307,Gender,78.74833
18708,CurrentCompanyType,57.445347
4560,YearsOfExperince,81.56097
19704,CurrentCompanyType,60.64697
24173,EmpScore,83.40112
23687,Gender,80.83562
21637,DegreeBranch,76.93293
2963,CurrentCompanyType,49.50842
13385,Gender,80.787186
18871,YearsOfExperince,85.47431
5832,EmpScore,43.914143
5089,LatestDegreeCGPA,58.481506
22886,DegreeBranch,80.97814
2465,HighestDegree,87.9588
12024,DegreeBranch,90.31125
18975,Ethinicity,78.180466
15328,DegreeBranch,74.633224
9595,DegreeBranch,77.6821
14474,CurrentCompanyType,56.05341
8657,Gender,78.59586
8861,DegreeBranch,73.72492
16203,Ethinicity,75.79631
20086,DegreeBranch,76.503654
14863,CurrentCompanyType,56.729267
12891,HighestDegree,76.6453
7203,DegreeBranch,81.64702
23191,EmpScore,90.728966
2549,YearsOfExperince,87.00296
12877,DegreeBranch,77.569954
18631,CurrentCompanyType,60.33455
14615,HighestDegree,79.79393
15771,DegreeBranch,91.22526
15811,CurrentCompanyType,54.463524
23743,CurrentCompanyType,56.13718
8536,EmpScore,71.95076
17819,CurrentCompanyType,55.734158
17855,DegreeBranch,82.492325
9199,Gender,73.81847
4405,Gender,77.37209
12004,Gender,81.0708
12258,Gender,80.65097
2218,YearsOfExperince,82.204346
9267,MartialStatus,80.401405
8775,EmpScore,89.6636
11070,LatestDegreeCGPA,56.449745
16094,DegreeBranch,94.68335
7343,CurrentCompanyType,54.993633
11178,EmpScore,76.80282
15299,Gender,82.277306
7537,YearsOfExperince,83.553856
20769,DegreeBranch,93.03761
20772,Gender,84.93757
20190,EmpScore,49.686478
2272,CurrentCompanyType,90.93475
4408,LatestDegreeCGPA,51.0842
15639,Gender,84.82413
16209,YearsOfExperince,79.59957
14031,Gender,75.5297
5577,DegreeBranch,85.33629
15410,Ethinicity,83.48397
24056,DegreeBranch,87.586296
5817,LatestDegreeCGPA,54.898003
15128,CurrentCompanyType,83.39283
16098,DegreeBranch,82.39305
13480,YearsOfExperince,76.5515
23077,YearsOfExperince,78.33408
14641,Gender,83.38119
17684,CurrentCompanyType,53.628693
7311,YearsOfExperince,55.51647
22098,LatestDegreeCGPA,57.154507
18854,DegreeBranch,83.406364
13775,EmpScore,86.54024
7752,CurrentCompanyType,53.643658
8022,CurrentCompanyType,58.883736
7890,CurrentCompanyType,52.403175
9505,CurrentCompanyType,56.661613
16071,CurrentCompanyType,57.145855
18477,DegreeBranch,87.66211
4085,CurrentCompanyType,55.466396
24244,DegreeBranch,87.36762
11984,CurrentCompanyType,56.783016
15949,Gender,78.70268
14532,CurrentCompanyType,51.246887
18031,LatestDegreeCGPA,55.80213
15590,Gender,76.03113
20525,MartialStatus,84.946175
6415,MartialStatus,86.44848
8881,CurrentCompanyType,56.09678
9514,HighestDegree,79.10886
10130,EmpScore,79.88551
14360,CurrentCompanyType,58.59035
16373,DegreeBranch,79.43001
20757,Ethinicity,83.69961
6260,DegreeBranch,75.52911
11063,HighestDegree,77.24046
24338,Gender,79.466606
13882,YearsOfExperince,91.1297
8677,DegreeBranch,72.74105
15927,Gender,80.23984
7647,CurrentCompanyType,54.105167
21967,LatestDegreeCGPA,57.04138
5323,Gender,74.3993
9969,DegreeBranch,82.67573
6611,EmpScore,81.96276
4663,Gender,81.7493
24296,LatestDegreeCGPA,61.398052
13273,DegreeBranch,95.0582
10484,DegreeBranch,76.42543
10106,HighestDegree,89.98286
15302,YearsOfExperince,80.16232
5413,MartialStatus,81.82361
13241,DegreeBranch,82.64392
3277,CurrentCompanyType,61.48282
19537,CurrentCompanyType,57.293724
12269,YearsOfExperince,94.10484
15093,DegreeBranch,77.31188
4513,Gender,82.68043
13897,HighestDegree,81.28632
9985,DegreeBranch,79.98809
4935,CurrentCompanyType,89.12152
11609,Gender,78.78959
6034,CurrentCompanyType,60.586216
2266,Gender,76.79794
18393,DegreeBranch,88.6949
20566,MartialStatus,80.24773
16493,DegreeBranch,84.651054
12146,DegreeBranch,75.87374
19733,LatestDegreeCGPA,57.577213
17945,MartialStatus,79.92
14003,DegreeBranch,78.97013
11502,Gender,83.140686
2600,DegreeBranch,90.10813
2171,DegreeBranch,80.93277
21673,Ethinicity,80.5088
21525,DegreeBranch,93.3254
4716,DegreeBranch,77.524826
2519,Gender,80.708664
6480,DegreeBranch,81.120346
14056,DegreeBranch,77.34007
4332,YearsOfExperince,75.408424
11492,Ethinicity,79.497246
17754,YearsOfExperince,87.37466
3973,EmpScore,93.71006
20933,Ethinicity,84.65395
18796,Gender,78.361275
3531,CurrentCompanyType,57.692997
21834,YearsOfExperince,82.22192
15564,Gender,81.19294
22972,DegreeBranch,90.27164
10432,CurrentCompanyType,56.2369
19585,YearsOfExperince,87.000725
23878,CurrentCompanyType,46.531105
12112,YearsOfExperince,89.95654
4393,CurrentCompanyType,52.355648
15075,YearsOfExperince,82.31542
16061,Gender,79.51862
13260,DegreeBranch,88.01239
